message_id,value
103351,Kapın yok edildi!
103352,Sağ kulen yok edildi!
103353,Düşmanın sol anka kuşunu yok ettin!
103354,Düşmanın orta anka kuşunu yok ettin!
103355,Düşmanın sağ anka kuşunu yok ettin!
103356,Sol anka kuşun yok edildi!
103357,Orta anka kuşun yok edildi!
103358,Sağ anka kuşun yok edildi!
103395,"@@source_name@@, @@target_name@@ hedefine öldürücü darbeyi vurdu."
103535,Hasar Özetini Açmak İçin '@@KEYBIND_SCENE_DAMAGE_RECAP@@' Tuşuna Bas
103552,@@float_value@@
103553,@@float_value@@
103605,<vıck>
103649,Teslim olmak için henüz çok erken!
103650,Diğer takımda bir teslim olma oylaması devam ediyor!
103651,Düşman takımı teslim olmayı kabul etti (@@NBR_YES@@ - @@NBR_NO@@)!
103652,Takımın teslim olmayı kabul etti (@@NBR_YES@@ - @@NBR_NO@@)!
103653,Takımın teslim olmayı kabul etmedi (@@NBR_YES@@ - @@NBR_NO@@).
103654,Düşman takım için teslim olma oylaması başarısız oldu (@@NBR_YES@@ - @@NBR_NO@@).
103676,"@@PLAYER_NAME@@ bir teslim olma oylaması başlattı. EVET oyu vermek için /surrender (@@KEYBIND_VOTE_YES@@), HAYIR oyu vermek için /nosurrender (@@KEYBIND_VOTE_NO@@) yaz."
103678,Yeni bir teslim olma oylaması başlatmak için henüz çok erken.
103685,Teslim olmaya EVET oyu verdin.
103686,Teslim olmaya HAYIR oyu verdin.
103687,Bir teslim olma oylaması başladı!
103782,Fire Giant
103784,Fire Giant
103785,Ranged Minion
103786,Super Ranged Minion
103787,Big Cyclops
103790,Roman Melee
103791,Super Roman Melee
103856,"@@source_name@@, @@target_name@@ için @@int_value@@ mana yeniledi."
103857,"@@target_name@@, @@int_value@@ mana yeniledi."
103858,+@@int_value@@
104046,Eşya fiyatı değişti.
104373,Çağırma Portalı Keşfedildi
104392,Sola Dön
104393,Sağa Dön
104394,Yeteneği Geliştir 1
104395,Yeteneği Geliştir 2
104396,Yeteneği Geliştir 3
104397,Yeteneği Geliştir 4 (Ulti)
104399,Yakınlaştır
104400,Uzaklaştır
104401,Serbest Fare
104402,Harita
104403,Beceri Ekranı
104404,Eşya Mağazası
104405,Ses Yönlendirmeli Sistem
104406,Ölüm Tekrarı
104407,Skor Tahtası
104409,Tanrı İstatistikleri
104410,Yardımı Bastır
104411,Teslim Olmak için oy ver
104412,Teslim Olmama yönünde oy ver
104646,Otomatik Koşmayı Aç/Kapat
104712,@@int_value@@
104713,@@target_name@@ adlı şampiyona öldürücü darbe indirildi.
105831,"@@PLAYER_NAME@@, bir @@#name_msg_id@@ satın aldı."
105842,Manticore Spitfire
105854,Manticore Swipe
105855,Swipe
105863,Günün İlk Galibiyeti
106022,Diriltme Satın Almak için '@@KEYBIND_DO_REVIVE_BUYBACK@@' tuşuna bas:
106023,Tanrının Yeteneklerini İncelemek için '@@KEYBIND_DO_SKILL_UPGRADE@@' Tuşuna BAS
106127,Genel Toplam
106128,Galibiyet Takibi
106129,Mağlubiyet Takibi
106130,Takipten Ayrıl
106370,I spit hot fire!
106375,Scorpion Rain
106376,Using the built in artillery
106549,Okyanusya/Avustralya
106555,Mabut
106556,Heykel
106557,Kalıntı
106558,Yağ
106559,Tütsü
106560,Tablet
106848,"@@target_name@@, @@source_name@@ tarafından yapılan bir büyüye karşı bağışıktı."
106849,"@@target_name@@, bir büyüye karşı bağışıktı."
106850,*Bağışık*
108137,<Kapatmak için @@KEYBIND_DISMISS_HELP@@ tuşuna bas>
108152,Sohbeti Göster
108496,"Bu kampın liderinin bir güçlendirmesi var. Onu yenen kişi 2 dakikalığına güçlendirme alır. (Zorluk Seviyesi Kolay)

GÜÇLENDİRME = +10 Can/sn"
108497,Orman Kampı - Can
108516,Oyuncu Katletme Asisti
108517,@@PLAYER_NAME@@ bir Oyunu Katletti!
108520,Oyuncu Kulesi Katletmesi
108560,@@PLAYER_NAME@@ bir Tanrı Öldürdü!
108754,@@PLAYER_NAME@@ oyundan çıktı
108755,@@PLAYER_NAME@@ oyundan çıktı
108873,Hızlı Yetenek 1
108874,Hızlı Yetenek 2
108875,Hızlı Yetenek 3
108876,Hızlı Yetenek 4
108914,*Hipnotize Et*
108915,*Zaman Durması*
108916,"@@source_name@@, @@target_name@@ hedefini zaman durmasına soktu."
108917,@@target_name@@ zaman durmasına girdi.
108918,*Sustur*
108919,"@@source_name@@, @@target_name@@ hedefini susturdu."
108920,@@target_name@@ susturuldu.
108922,"@@source_name@@, @@target_name@@ hedefini hipnotize etti."
108923,@@target_name@@ hipnotize edildi.
109149,@@PLAYER_NAME@@ geri döndü
109150,@@PLAYER_NAME@@ geri döndü
109234,@@PLAYER_NAME@@ İlk Kanı akıttı!
109373,Tüketilebilir 2
109519,Takımın bir noktayı ele geçirdi.
109587,"<font color=""#00FFFF"">Hedefin düşman Minotoru yok etmek.</font>"
109588,"<font color=""#00FFFF"">@@KEYBIND_FORWARD@@,@@KEYBIND_LEFT@@,@@KEYBIND_BACK@@,@@KEYBIND_RIGHT@@ tuşlarını kullanarak mavi halkayı geç.</font>"
109589,"<font color=""#00FFFF"">Sonraki bölgeye devam et.</font>"
109590,"<font color=""#00FFFF"">Yetenek ekranını açmak için '@@KEYBIND_DO_SKILL_UPGRADE@@' tuşuna bas.</font>"
109591,"<font color=""#00FFFF"">Düşman minyonlarına saldırarak antrenman yap.</font>"
109592,"<font color=""#00FFFF"">Mavi gösterge, ateş menzilini gösterir.</font>"
109593,"<font color=""#00FFFF"">Minyonların, düşman hasarının asıl yükünü almasına izin ver.</font>"
109594,"<font color=""#00FFFF"">Düşmanları öldürmek tecrübe ve altın kazandırır.</font>"
109595,"<font color=""#00FFFF"">Bir düşman tanrısı yaklaşıyor!</font>"
109597,"<font color=""#00FFFF"">Üssüne dönmek için '@@KEYBIND_RECALL@@' tuşuna bas.</font>"
109598,"<font color=""#00FFFF"">Yaşam Pınarın hem Can hem de Manayı yeniler.</font>"
109599,"<font color=""#00FFFF"">Mana bonusu kazanmak için ormana git.</font>"
109600,"<font color=""#00FFFF"">Mana güçlendirmesi almak için Erinyeleri yen.</font>"
109601,"<font color=""#00FFFF"">Ulti yeteneğinin seviyesini şimdi yükselt</font>"
109602,"<font color=""#00FFFF"">Düşman tanrısının arkasına geçmek için ormanı kullan.</font>"
109603,"<font color=""#00FFFF"">Kuleler özel yeteneklere karşı bağışıktır.</font>"
109604,"<font color=""#00FFFF"">Dikkatli ol! Bu halka, kulenin saldırı menzilini gösterir.</font>"
109605,"<font color=""#00FFFF"">Düşmanın Anka Kuşunu yok et!</font>"
109606,"<font color=""#00FFFF"">Düşman Minotoru yen!</font>"
109607,"<font color=""#00FFFF"">Yeniden ortaya çıkmayı beklerken eşya alışverişi yap.</font>"
109608,"<font color=""#00FFFF"">Kulen saldırı altında!</font>"
109609,"<font color=""#00FFFF"">Anka Kuşun saldırı altında!</font>"
109610,"<font color=""#00FFFF"">Minotorun saldırı altında!</font>"
109611,"<font color=""#00FFFF"">Eşya almak ya da eşyaları yükseltmek için biraz ara ver.</font>"
109633,"<font color=""#00FFFF"">Düşmanın kulesini yok et!</font>"
109634,"<font color=""#00FFFF"">Düşmanına baskın yapmak için okları takip et.</font>"
109635,"<font color=""#00FFFF"">Düşman tanrıyı yen.</font>"
109636,"<font color=""#00FFFF"">Henüz buraya gitmeye hazır değilsin.</font>"
109646,"<font color=""#00FFFF"">Hemen geri dön ve onu savun!</font>"
109654,"<font color=""#00FFFF"">Can bonusu için diğer tarafa git</font>"
109683,KK Bağışıklığı
109684,Korku
109687,*Korku*
109688,"@@source_name@@, @@target_name@@ hedefini korkuttu."
109689,@@target_name@@ korkutuldu.
109719,"<font color=""#00FFFF"">Eşya alışverişi yapmak için '@@KEYBIND_ITEM_SHOP@@' tuşuna bas.</font>"
109765,"<font color=""#00FFFF"">Eşya almak için Yaşam Pınarında olmalısın.</font>"
109861,"<font color=""#00FFFF"">Eşyaları yükseltmek için Yaşam Pınarına dön.</font>"
109920,Chaos_Gryphon
109921,Günün İlk Oyunu
109924,Tek Seferlik Hedef
109925,Aktif Oyuncu
109926,Aylık Hedef
109928,Muhafaza Takibi
110869,Bu rauntta bir maça yerleştirilemedin
110991,Sol kum muhafızın saldırı altında!
110992,Orta kum muhafızın saldırı altında!
110993,Sağ kum muhafızın saldırı altında!
110994,Sol kum muhafızın yok edildi!
110995,Orta kum muhafızın yok edildi!
110996,Sağ kum muhafızın yok edildi!
110997,Sol kum muhafızını yok ettin!
110998,Orta kum muhafızını yok ettin!
110999,Sağ kum muhafızını yok ettin!
111000,Bir kum muhafızı tarafından hedef alındın!
111003,"<font color=""#00FFFF"">Özel yeteneklerini kullanarak antrenman yap.</font>"
111216,Bu savunmayı koru! Düşmanlar takımınızın minotorunu yok ederse maçı kaybedersiniz.
111217,Dost Minotor
111218,"<font color=""#00FFFF"">Düşmanlara hasar vermek için üssünden ayrıl.</font>"
111250,Kazanma için tekrarlanan ödül
111251,GİG - Standart
111271,Temel saldırın mana gerektirmez ama hedefe nişan almanı gerektirir. Yerdeki mavi gösterge becerilerinin menzilini gösterir.
111272,Temel Yetenekler
111273,Özel yeteneklerini kullanarak düşman minyon dalgalarını ortadan kaldır ve düşman tanrılarına büyük zarar ver. Bu yetenekler mana gerektirir ve tekrar kullanılabilmeleri için bekleme süreleri vardır.
111274,Özel Yetenekler
111307,Düşman kuleleri özel yeteneklerinden etkilenmez. Eğer atış menzilleri içindeyken bir düşman tanrıya saldırırsan seni hedef alırlar. Yer efekti kırmızı olduğunda bir kuleye meydan okumak tehlikelidir.
111308,Düşman Kulesi
111309,"Anka Kuşları özel yeteneklere bağışıktır ve etki alanları içinde düşman tanrılara saldırırsan, seni hedef alırlar. Ayrıca, öldürüldükten sonra kendilerini yeniden diriltirler. Yer efekti kırmızı olduğunda bir anka kuşuna saldırmak tehlikelidir."
111310,Düşman Anka Kuşu
111314,Deals % of health
111315,Minion Tutorial Bow PercentBased
111323,Takımın sol dikilitaşı ele geçirdi.
111324,Takımın sağ dikilitaşı ele geçirdi.
111325,Takımın orta dikilitaşı ele geçirdi.
111327,Takımın sol dikilitaşı kaybetti!
111328,Takımın orta dikilitaşı kaybetti!
111329,Takımın sağ dikilitaşı kaybetti!
111331,Tower attack (percent of current hp dmg)
111332,Bolt PercentBased
111453,*Afallatıldı*
111454,"@@source_name@@, @@target_name@@ hedefini afallattı."
111455,@@target_name@@ afallatıldı.
111490,Minotaur - tutorial weapon - deals % of current HP to God targets
111491,Giant Axe PercentDmg
111527,Takımın savaşı kaybetmek üzere!
111632,"Bu kampın liderinin bir güçlendirmesi var. Onu yenen kişi 2 dakikalığına güçlendirme alır. (Zorluk Seviyesi Kolay)

GÜÇLENDİRME = +35 Sihirli ve Fiziksel Koruma"
111633,Orman Kampı - Koruma
111733,Avrupa
111767,Tower
111768,Ballista Bolt
111794,Güç - Odak
111795,Güç - Odak Eşyası
111797,"<font color=""#00FF00"">+@@float_value@@</font>"
111798,"<font color=""#00FF00"">+@@float_value@@</font>"
111799,"<font color=""#00FF00"">+@@float_value@@</font>"
111800,"<font color=""#00FF00"">+@@float_value@@</font>"
111820,"<font color=""#00FFFF"">Aralıksız ateş etmek için Farenin Sol Tuşunu basılı tut.</font>"
111823,"<font color=""#00FFFF"">Anka Kuşları, kendilerini diriltebilir.</font>"
111826,"<font color=""#00FFFF"">Anka Kuşları özel yeteneklere karşı bağışıktır.</font>"
111841,Burası canını ve mananı yenileyen yaşam pınarın.
111934,"<font color=""#00FFFF"">Yetenekleri yeniden kullanabilmek için kısa bir süre beklemelisin.</font>"
111935,"<font color=""#00FFFF"">Her seviye atlamandan sonra bir beceriyi geliştirebilirsin.</font>"
111936,"<font color=""#00FFFF"">Becerilerin seviyesini hızlıca yükseltmek için kısayol tuşları atayabilirsin.</font>"
111937,"<font color=""#00FFFF"">Yetenekleri kullanmak için mana gerekir.</font>"
111938,"<font color=""#00FFFF"">Etrafa bakmak için fareyi kullanabilirsin.</font>"
111987,"<font color=""#00FFFF"">Canın azalıyor.</font>"
111988,"<font color=""#00FFFF"">Manan azalıyor.</font>"
111989,"<font color=""#00FFFF"">Canın ve manan düşük.</font>"
111993,"<font color=""#00FFFF"">Minotorlar özel yeteneklere karşı zayıftır.</font>"
112034,Etiketini her yedi günde bir değiştirebilirsin. Etiketin @@DAYS@@ gün sonra tekrar değiştirilebilir.
112035,Etiketini her yedi günde bir değiştirebilirsin. Etiketin @@HOURS@@ saat sonra tekrar değiştirilebilir.
112036,Etiketini her yedi günde bir değiştirebilirsin. Etiketin bir saat sonra tekrar değiştirilebilir.
112037,Etiketini her yedi günde bir değiştirebilirsin.
112073,Bir Üs Titanı tarafından hedef alındın!
112251,1. Kademe
112252,Ömür
112258,Yalnızca Bir Kere Önerildi
112259,Bir Arkadaşının Tavsiyesi ile Katıldın!
112260,Arkadaş Önerisi ile Katıldı
112261,Arkadaş önerme işlemine katıldın
112286,Svy 5'e Arkadaş Tavsiyesi
112287,Bir Arkadaşa Öner (5. svy)
112296,1. Kademe
112297,Ömür
112298,1. Kademe
112299,Ömür
112300,Svy 10'a Arkadaş Tavsiyesi
112301,Bir Arkadaşa Öner (10. svy)
112302,Svy 30'a Arkadaş Tavsiyesi
112303,Bir Arkadaşa Öner (30. svy)
112372,1. Kademe
112373,Ömür
112374,Bir Arkadaşa Öner (20. svy)
112493,"Düşman, Ateş Devini yok etti!"
112494,"Takımın, Ateş Devini yok etti!"
112495,Takımın Altın Erinyeyi yok etti!
112496,"Düşman, Altın Erinyeyi yok etti!"
112525,Düşmanın sol anka kuşu yeniden ortaya çıktı!
112526,Düşmanın orta anka kuşu yeniden ortaya çıktı!
112527,Düşmanın sağ anka kuşu yeniden ortaya çıktı!
112528,Sol anka kuşun yeniden ortaya çıktı!
112529,Orta anka kuşun yeniden ortaya çıktı!
112530,Sağ anka kuşun yeniden ortaya çıktı!
112603,Seçim gereksinimleri karşılanmadı.
112947,"Bu kampın liderinin bir güçlendirmesi var. Onu yenen kişi 2 dakikalığına güçlendirme alır. (Zorluk Seviyesi Orta)

GÜÇLENDİRME = -%15 Bekleme Süresi"
112948,Orman Kampı - Bekleme
112949,Takımın
112950,Düşman
112951,Düşman
112952,Senin
112953,`CT
112954,`CT
112955,`CT
112956,`CT
112957,Şuna sahipsin:
112958,`CT
112959,`CT
112960,`CT
112965,Yukarı Uç
112966,Aşağı Uç
112967,Göstergeleri Aç/Kapat
112968,Katmanlar
112969,Görüntüleme Modu
112970,Aksiyonu Göster
112971,Dostlar
112972,Düşmanlar
112973,Kuleler
112974,Sinematik
112975,İptal etmek için sağ tıkla
113061,Altın Erinye saldırı altında!
113062,Ateş Devi saldırı altında!
113188,Ana Hatlar
113189,Tepeden Görünüm
113190,Arkadan Görünüm
113191,Yapay Zeka kontrolündeki düşman tanrısına karşı yeteneklerini ve eşya düzenlerini kullanarak alıştırma yap.
113192,Düşman Tanrı
113195,Bot Tanrı Antrenmanı
113196,Erinye Çiftliği Antrenmanı
113197,Mana Güçlendirme Kamp Antrenmanı
113198,Hız Güçlendirme Kamp Antrenmanı
113199,Bekleme Süresi Güçlendirme Kamp Antrenmanı
113200,Hasar Güçlendirme Kamp Antrenmanı
113201,Altın Erinye Kamp Antrenmanı
113202,Ateş Devi Güçlendirme Antrenmanı
113203,Minyon Dalgası Antrenmanı
113288,Takım Verilerini Aç/Kapat
113314,Toplam Galibiyet
113331,Tekli Katletmeler
113333,İkili Katletmeler
113336,Üçlü Katletmeler
113339,Dörtlü Katletmeler
113341,Beşli Katletmeler
113348,Kule Katletmeleri
113350,Asistler
113352,İlk Kanlar
113354,Mağlubiyet
113855,Ele Geçirilen Noktalar
113858,Seviye atlamak için merkez yaşam pınarındaki Nilüferi kullan.
113945,İki Kat Hız
113954,"Yaşam Pınarının merkezindeki mavi Lotusun üzerinden her geçişinde seviyeni bir defa artırabilirsin. Bu 20. seviyeye kadar yapılabilir.
Ayrıca yaşam pınarındayken Alışveriş de yapabilirsin."
113955,Seviye Atlama Lotusu
113980,Toplam Dakika
113982,Oyuncu Katletmeleri
114387,Sahne Korkusu
